,city,geographic_area,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
2362,new castle northwest cdp,PA,"96,10","1,60","0,10","1,10","2,40","96,10","1,60","0,10","1,10","2,40","58750,00","91,80","9,90"
2363,new centerville borough,PA,"99,20","0,00","0,00","0,80","0,00","99,20","0,00","0,00","0,80","0,00","50000,00","83,70","5,60"
2364,new columbia cdp,PA,"96,50","0,90","0,10","0,10","1,80","96,50","0,90","0,10","0,10","1,80","47167,00","91,30","13,00"
2365,new columbus borough,PA,"100,00","0,00","0,00","0,00","0,90","100,00","0,00","0,00","0,00","0,90","31563,00","93,80","25,30"
2366,new cumberland borough,PA,"94,60","1,50","0,10","1,00","3,50","94,60","1,50","0,10","1,00","3,50","51026,00","92,50","7,60"
2367,new eagle borough,PA,"97,30","0,80","0,10","0,60","0,50","97,30","0,80","0,10","0,60","0,50","34583,00","87,40","13,20"
2368,newell borough,PA,"97,80","0,40","0,00","0,00","1,30","97,80","0,40","0,00","0,00","1,30","50673,00","89,90","14,30"
2369,new florence borough,PA,"98,10","0,40","0,10","0,00","1,50","98,10","0,40","0,10","0,00","1,50","40756,00","82,20","15,10"
2370,new freedom borough,PA,"94,20","2,30","0,30","1,40","2,20","94,20","2,30","0,30","1,40","2,20","84167,00","93,80","2,60"
2371,new freeport cdp,PA,"98,20","0,00","0,00","0,00","0,90","98,20","0,00","0,00","0,00","0,90","26786,00","68,50","35,70"
2372,new galilee borough,PA,"95,80","2,40","0,00","0,00","2,10","95,80","2,40","0,00","0,00","2,10","40000,00","86,40","23,10"
2373,new holland borough,PA,"88,00","3,10","0,30","3,10","8,20","88,00","3,10","0,30","3,10","8,20","53090,00","86,00","5,60"
2374,new hope borough,PA,"93,20","1,10","0,10","1,90","7,30","93,20","1,10","0,10","1,90","7,30","74238,00","99,10","4,00"
2375,new jerusalem cdp,PA,"97,50","0,80","0,00","0,30","3,50","97,50","0,80","0,00","0,30","3,50","53510,00","81,80","2,20"
2376,new kensington city,PA,"84,10","10,60","0,20","0,50","1,50","84,10","10,60","0,20","0,50","1,50","38355,00","88,70","23,30"
2377,new kingstown cdp,PA,"90,90","2,80","0,20","2,40","2,40","90,90","2,80","0,20","2,40","2,40","156607,00","100,00","7,90"
2378,new lebanon borough,PA,"96,80","0,50","0,00","0,00","0,50","96,80","0,50","0,00","0,00","0,50","45000,00","87,60","12,00"
2379,newmanstown cdp,PA,"97,20","0,80","0,00","0,40","3,00","97,20","0,80","0,00","0,40","3,00","65313,00","78,30","16,30"
2380,new market cdp,PA,"84,90","5,90","0,40","2,10","11,50","84,90","5,90","0,40","2,10","11,50","43477,00","79,70","4,20"
2381,new milford borough,PA,"97,20","1,00","0,00","0,20","1,50","97,20","1,00","0,00","0,20","1,50","45536,00","87,10","19,90"
2382,new morgan borough,PA,"35,20","45,10","0,00","1,40","19,70","35,20","45,10","0,00","1,40","19,70","53750,00","58,30","0,00"
2383,new oxford borough,PA,"90,70","1,80","0,70","0,40","15,40","90,70","1,80","0,70","0,40","15,40","45543,00","82,00","21,00"
2384,new paris borough,PA,"97,30","0,00","0,50","0,50","0,00","97,30","0,00","0,50","0,50","0,00","54375,00","94,70","17,60"
2385,new philadelphia borough,PA,"97,10","0,20","0,60","0,10","1,70","97,10","0,20","0,60","0,10","1,70","37750,00","87,20","10,40"
2386,newport borough,PA,"97,50","0,80","0,20","0,10","1,30","97,50","0,80","0,20","0,10","1,30","36172,00","88,80","25,50"
2387,new ringgold borough,PA,"96,40","1,40","0,70","0,00","1,80","96,40","1,40","0,70","0,00","1,80","46964,00","82,90","11,80"
2388,newry borough,PA,"96,70","0,40","0,00","0,00","1,10","96,70","0,40","0,00","0,00","1,10","30556,00","84,30","22,10"
2389,new salem cdp,PA,"96,90","1,60","0,20","0,00","0,50","96,90","1,60","0,20","0,00","0,50","56429,00","93,50","2,20"
2390,new salem borough,PA,"96,10","2,50","0,00","0,10","1,70","96,10","2,50","0,00","0,10","1,70","84167,00","86,50","4,30"
2391,new schaefferstown cdp,PA,"97,80","1,80","0,00","0,00","3,10","97,80","1,80","0,00","0,00","3,10","67500,00","88,00","20,10"
2392,new stanton borough,PA,"95,80","2,00","0,00","0,90","1,80","95,80","2,00","0,00","0,90","1,80","57056,00","96,10","13,20"
2393,newton hamilton borough,PA,"97,10","1,00","0,00","0,00","2,40","97,10","1,00","0,00","0,00","2,40","23500,00","81,60","46,20"
2394,newtown borough,PA,"96,20","0,80","0,20","1,20","1,20","96,20","0,80","0,20","1,20","1,20","108750,00","99,20","3,60"
2395,newtown cdp,PA,"100,00","0,00","0,00","0,00","0,40","100,00","0,00","0,00","0,00","0,40","53125,00","84,00","8,90"
2396,newtown grant cdp,PA,"87,70","1,40","0,10","9,00","2,70","87,70","1,40","0,10","9,00","2,70","101970,00","98,30","3,20"
2397,new tripoli cdp,PA,"95,10","1,70","0,20","0,10","5,20","95,10","1,70","0,20","0,10","5,20","56563,00","99,10","8,50"
2398,newville borough,PA,"97,50","0,70","0,30","0,20","0,80","97,50","0,70","0,30","0,20","0,80","40417,00","83,30","14,30"
2399,new wilmington borough,PA,"97,30","1,20","0,10","0,40","0,90","97,30","1,20","0,10","0,40","0,90","53125,00","93,20","11,40"
2400,nicholson borough,PA,"97,00","0,10","0,10","0,00","1,40","97,00","0,10","0,10","0,00","1,40","36136,00","89,10","16,40"
2401,nittany cdp,PA,"98,20","0,60","0,00","0,20","0,60","98,20","0,60","0,00","0,20","0,60","46000,00","85,40","14,30"
2402,nixon cdp,PA,"98,00","0,10","0,00","1,20","0,50","98,00","0,10","0,00","1,20","0,50","78162,00","95,60","4,50"
2403,norristown borough,PA,"40,90","35,90","0,40","2,10","28,30","40,90","35,90","0,40","2,10","28,30","41856,00","82,60","23,20"
2404,northampton borough,PA,"95,20","1,70","0,20","0,70","3,50","95,20","1,70","0,20","0,70","3,50","47708,00","87,30","9,30"
2405,north apollo borough,PA,"96,10","1,60","0,00","0,30","0,80","96,10","1,60","0,00","0,30","0,80","47344,00","86,80","14,60"
2406,north belle vernon borough,PA,"94,70","2,60","0,10","0,80","1,40","94,70","2,60","0,10","0,80","1,40","45792,00","94,40","15,70"
2407,north braddock borough,PA,"51,20","44,90","0,10","0,20","1,30","51,20","44,90","0,10","0,20","1,30","29008,00","86,40","30,70"
2408,north catasauqua borough,PA,"95,20","1,20","0,10","0,90","5,20","95,20","1,20","0,10","0,90","5,20","54674,00","92,70","5,50"
2409,north charleroi borough,PA,"96,30","1,80","0,10","0,20","1,20","96,30","1,80","0,10","0,20","1,20","40139,00","86,20","16,00"
2410,north east borough,PA,"97,20","1,00","0,10","0,30","2,10","97,20","1,00","0,10","0,30","2,10","45889,00","89,50","18,00"
2411,northern cambria borough,PA,"98,50","0,40","0,10","0,40","0,40","98,50","0,40","0,10","0,40","0,40","43646,00","89,50","13,80"
2412,north irwin borough,PA,"98,80","0,40","0,00","0,20","1,20","98,80","0,40","0,00","0,20","1,20","42026,00","92,50","8,60"
2413,north philipsburg cdp,PA,"98,20","0,00","0,20","0,20","0,50","98,20","0,00","0,20","0,20","0,50","40417,00","88,90","17,30"
2414,northumberland borough,PA,"96,20","1,00","0,20","0,30","2,60","96,20","1,00","0,20","0,30","2,60","47425,00","90,00","8,40"
2415,north vandergrift cdp,PA,"88,60","8,50","0,00","0,00","0,40","88,60","8,50","0,00","0,00","0,40","53068,00","93,50","16,20"
2416,north wales borough,PA,"87,70","5,10","0,10","2,50","3,80","87,70","5,10","0,10","2,50","3,80","63970,00","96,00","8,50"
2417,north warren cdp,PA,"96,10","1,50","0,30","0,80","0,70","96,10","1,50","0,30","0,80","0,70","47193,00","85,40","1,50"
2418,northwest harborcreek cdp,PA,"96,60","1,70","0,10","0,70","1,30","96,60","1,70","0,10","0,70","1,30","61799,00","92,50","5,90"
2419,north york borough,PA,"81,10","8,40","0,50","1,40","9,90","81,10","8,40","0,50","1,40","9,90","41029,00","85,00","18,30"
2420,norvelt cdp,PA,"99,20","0,00","0,00","0,10","0,20","99,20","0,00","0,00","0,10","0,20","56597,00","96,60","0,90"
2421,norwood borough,PA,"95,00","1,50","0,10","2,00","1,40","95,00","1,50","0,10","2,00","1,40","66698,00","92,20","7,40"
2422,noxen cdp,PA,"98,90","0,00","0,00","0,00","0,30","98,90","0,00","0,00","0,00","0,30","52763,00","87,70","10,30"
2423,nuangola borough,PA,"99,00","0,00","0,10","0,90","0,10","99,00","0,00","0,10","0,90","0,10","67500,00","94,00","4,90"
2424,numidia cdp,PA,"98,00","0,40","0,40","0,00","0,80","98,00","0,40","0,40","0,00","0,80","83472,00","94,00","1,80"
2425,nuremberg cdp,PA,"98,60","0,00","0,00","1,20","0,70","98,60","0,00","0,00","1,20","0,70","39792,00","82,20","17,50"
2426,oakdale borough,PA,"96,70","1,60","0,10","0,30","0,70","96,70","1,60","0,10","0,30","0,70","54750,00","90,90","8,20"
2427,oak hills cdp,PA,"97,00","1,20","0,10","0,40","1,20","97,00","1,20","0,10","0,40","1,20","68708,00","95,70","14,90"
2428,oakland cdp (cambria county),PA,"96,90","1,30","0,10","0,50","1,10","96,90","1,30","0,10","0,50","1,10","41985,00","90,70","6,70"
2429,oakland cdp (lawrence county),PA,"89,10","7,00","0,00","0,50","1,30","89,10","7,00","0,00","0,50","1,30","35795,00","77,50","26,60"
2430,oakland borough,PA,"98,40","0,50","0,00","0,60","1,30","98,40","0,50","0,00","0,60","1,30","41313,00","88,10","18,20"
2431,oakmont borough,PA,"97,10","1,00","0,10","0,70","1,50","97,10","1,00","0,10","0,70","1,50","59893,00","93,90","6,10"
2432,oakwood cdp,PA,"91,70","5,80","0,00","0,20","1,00","91,70","5,80","0,00","0,20","1,00","51129,00","82,80","11,30"
2433,oberlin cdp,PA,"75,00","11,70","0,50","2,40","11,60","75,00","11,70","0,50","2,40","11,60","40513,00","89,10","0,00"
2434,ohiopyle borough,PA,"100,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","50893,00","80,00","6,10"
2435,ohioville borough,PA,"97,50","1,10","0,30","0,20","1,00","97,50","1,10","0,30","0,20","1,00","53913,00","92,60","7,90"
2436,oil city city,PA,"96,20","1,50","0,20","0,30","1,20","96,20","1,50","0,20","0,30","1,20","34203,00","90,20","26,20"
2437,oklahoma cdp,PA,"95,70","1,00","0,00","1,20","0,60","95,70","1,00","0,00","1,20","0,60","43672,00","80,50","26,80"
2438,oklahoma borough,PA,"98,30","0,70","0,00","0,20","0,60","98,30","0,70","0,00","0,20","0,60","47955,00","92,80","9,80"
2439,old forge borough,PA,"96,90","1,00","0,10","0,70","2,80","96,90","1,00","0,10","0,70","2,80","48169,00","91,10","13,60"
2440,old orchard cdp,PA,"93,80","1,60","0,10","1,20","3,60","93,80","1,60","0,10","1,20","3,60","70994,00","91,90","5,80"
2441,oley cdp,PA,"97,80","0,40","0,00","0,60","3,00","97,80","0,40","0,00","0,60","3,00","67782,00","92,70","1,70"
2442,oliver cdp,PA,"92,10","5,50","0,10","0,10","0,80","92,10","5,50","0,10","0,10","0,80","30466,00","81,10","19,50"
2443,olyphant borough,PA,"96,20","1,60","0,10","0,30","3,40","96,20","1,60","0,10","0,30","3,40","45506,00","92,50","17,60"
2444,oneida cdp,PA,"98,50","0,00","0,00","0,00","0,50","98,50","0,00","0,00","0,00","0,50","28750,00","85,10","20,00"
2445,orangeville borough,PA,"97,80","0,40","0,40","0,20","1,40","97,80","0,40","0,40","0,20","1,40","50714,00","85,10","3,80"
2446,orbisonia borough,PA,"99,10","0,20","0,00","0,50","0,70","99,10","0,20","0,00","0,50","0,70","30694,00","86,30","16,70"
2447,orchard hills cdp,PA,"98,80","0,80","0,00","0,20","0,40","98,80","0,80","0,00","0,20","0,40","35000,00","88,00","16,50"
2448,oreland cdp,PA,"79,70","14,60","0,10","2,70","2,40","79,70","14,60","0,10","2,70","2,40","89612,00","94,70","5,90"
2449,orrstown borough,PA,"96,90","2,30","0,00","0,00","0,00","96,90","2,30","0,00","0,00","0,00","46250,00","79,30","15,10"
2450,orrtanna cdp,PA,"99,40","0,00","0,00","0,00","1,20","99,40","0,00","0,00","0,00","1,20","80833,00","92,80","6,80"
2451,orwigsburg borough,PA,"95,70","1,00","0,30","2,10","1,50","95,70","1,00","0,30","2,10","1,50","60673,00","89,40","5,00"
2452,orwin cdp,PA,"100,00","0,00","0,00","0,00","1,00","100,00","0,00","0,00","0,00","1,00","67604,00","82,50","11,30"
2453,osceola mills borough,PA,"98,20","0,20","0,10","0,40","1,20","98,20","0,20","0,10","0,40","1,20","39148,00","91,10","19,40"
2454,oswayo borough,PA,"97,10","0,00","0,70","0,00","0,00","97,10","0,00","0,70","0,00","0,00","43750,00","83,50","20,10"
2455,oval cdp,PA,"99,40","0,00","0,30","0,30","0,00","99,40","0,00","0,30","0,30","0,00","64464,00","90,80","1,90"
2456,oxford borough,PA,"70,80","9,00","0,40","0,80","28,80","70,80","9,00","0,40","0,80","28,80","47518,00","78,00","27,40"
2457,paint borough,PA,"99,40","0,00","0,00","0,10","0,00","99,40","0,00","0,00","0,10","0,00","36667,00","84,80","6,60"
2458,palmdale cdp,PA,"86,20","4,40","0,60","4,50","4,50","86,20","4,40","0,60","4,50","4,50","51042,00","87,60","8,80"
2459,palmer heights cdp,PA,"90,50","4,10","0,20","1,30","6,60","90,50","4,10","0,20","1,30","6,60","68056,00","96,90","4,90"
2460,palmerton borough,PA,"97,30","0,50","0,10","0,50","3,90","97,30","0,50","0,10","0,50","3,90","48617,00","77,40","10,50"
2461,palmyra borough,PA,"95,20","1,00","0,20","1,60","3,00","95,20","1,00","0,20","1,60","3,00","50786,00","90,90","8,50"
2462,palo alto borough,PA,"97,60","0,80","0,00","0,70","1,90","97,60","0,80","0,00","0,70","1,90","42778,00","82,50","10,40"
2463,paoli cdp,PA,"84,40","6,90","0,00","6,60","2,30","84,40","6,90","0,00","6,60","2,30","72893,00","95,10","10,90"
2464,paradise cdp,PA,"93,70","1,30","0,00","0,20","5,00","93,70","1,30","0,00","0,20","5,00","67895,00","83,50","2,00"
2465,pardeesville cdp,PA,"97,70","0,00","0,00","1,00","0,70","97,70","0,00","0,00","1,00","0,70","37500,00","65,20","2,20"
2466,paris cdp,PA,"98,20","0,70","0,00","0,40","0,40","98,20","0,70","0,00","0,40","0,40","56738,00","88,40","6,80"
2467,park crest cdp,PA,"99,40","0,00","0,00","0,00","2,00","99,40","0,00","0,00","0,00","2,00","63906,00","92,70","6,70"
2468,parker city,PA,"98,80","0,40","0,00","0,00","0,50","98,80","0,40","0,00","0,00","0,50","41250,00","84,00","11,20"
2469,parkesburg borough,PA,"86,10","9,00","0,90","0,30","7,50","86,10","9,00","0,90","0,30","7,50","59059,00","88,50","3,40"
2470,park forest village cdp,PA,"81,70","3,80","0,10","10,80","3,20","81,70","3,80","0,10","10,80","3,20","54531,00","96,40","26,10"
2471,parkside borough,PA,"80,50","12,90","0,80","2,40","3,50","80,50","12,90","0,80","2,40","3,50","60000,00","93,50","14,40"
2472,parkville cdp,PA,"95,50","0,80","0,20","0,80","3,00","95,50","0,80","0,20","0,80","3,00","55182,00","88,20","9,40"
2473,parryville borough,PA,"98,30","0,40","0,40","0,20","2,10","98,30","0,40","0,40","0,20","2,10","44625,00","86,00","9,80"
2474,patterson heights borough,PA,"96,90","0,80","0,00","0,20","2,50","96,90","0,80","0,00","0,20","2,50","62250,00","98,00","5,70"
2475,patton borough,PA,"99,30","0,10","0,10","0,20","0,40","99,30","0,10","0,10","0,20","0,40","36027,00","88,70","11,20"
2476,paxtang borough,PA,"79,00","10,60","0,10","1,90","9,10","79,00","10,60","0,10","1,90","9,10","62750,00","94,80","5,10"
2477,paxtonia cdp,PA,"86,40","6,20","0,10","3,90","2,90","86,40","6,20","0,10","3,90","2,90","74936,00","93,70","8,70"
2478,paxtonville cdp,PA,"99,60","0,00","0,00","0,00","0,40","99,60","0,00","0,00","0,00","0,40","73542,00","93,50","5,70"
2479,pen argyl borough,PA,"96,10","1,10","0,20","0,40","4,00","96,10","1,10","0,20","0,40","4,00","52898,00","85,30","9,80"
2480,penbrook borough,PA,"57,10","29,00","0,40","2,90","9,50","57,10","29,00","0,40","2,90","9,50","40202,00","89,50","27,60"
2481,pen mar cdp,PA,"94,40","2,80","0,20","0,90","1,00","94,40","2,80","0,20","0,90","1,00","51944,00","94,00","13,90"
2482,penn borough,PA,"95,80","2,30","0,00","0,00","1,10","95,80","2,30","0,00","0,00","1,10","47083,00","93,40","16,90"
2483,penndel borough,PA,"84,20","8,60","0,00","2,70","4,30","84,20","8,60","0,00","2,70","4,30","42128,00","94,30","17,50"
2484,penn estates cdp,PA,"49,50","30,00","0,50","3,30","26,60","49,50","30,00","0,50","3,30","26,60","59609,00","89,50","18,30"
2485,penn lake park borough,PA,"98,10","1,00","0,30","0,00","0,00","98,10","1,00","0,30","0,00","0,00","63750,00","92,90","8,90"
2486,pennsburg borough,PA,"90,00","2,00","0,10","5,20","4,10","90,00","2,00","0,10","5,20","4,10","67797,00","89,90","8,60"
2487,pennsbury village borough,PA,"97,00","1,50","0,00","0,60","1,20","97,00","1,50","0,00","0,60","1,20","53320,00","97,40","11,80"
2488,penns creek cdp,PA,"97,50","1,30","0,10","0,00","2,20","97,50","1,30","0,10","0,00","2,20","34931,00","88,60","10,70"
2489,pennside cdp,PA,"91,70","2,70","0,20","0,50","8,50","91,70","2,70","0,20","0,50","8,50","48611,00","86,90","17,30"
2490,pennville cdp,PA,"96,00","1,40","0,20","0,50","2,00","96,00","1,40","0,20","0,50","2,00","54007,00","91,60","1,60"
2491,pennwyn cdp,PA,"93,10","2,40","0,10","1,40","5,40","93,10","2,40","0,10","1,40","5,40","60446,00","88,60","4,40"
2492,penn wynne cdp,PA,"81,00","7,20","0,00","9,50","2,80","81,00","7,20","0,00","9,50","2,80","104653,00","98,70","3,80"
2493,penryn cdp,PA,"96,60","0,40","0,10","0,40","1,90","96,60","0,40","0,10","0,40","1,90","75172,00","89,40","0,00"
2494,perkasie borough,PA,"95,80","1,00","0,20","1,00","2,50","95,80","1,00","0,20","1,00","2,50","64685,00","94,30","8,10"
2495,perryopolis borough,PA,"97,90","0,30","0,10","0,40","0,20","97,90","0,30","0,10","0,40","0,20","47125,00","89,90","7,70"
2496,petersburg borough,PA,"98,80","0,00","0,00","0,20","1,30","98,80","0,00","0,00","0,20","1,30","40000,00","89,20","16,40"
2497,petrolia borough,PA,"100,00","0,00","0,00","0,00","0,50","100,00","0,00","0,00","0,00","0,50","48250,00","90,10","22,90"
2498,philadelphia city,PA,"41,00","43,40","0,50","6,30","12,30","41,00","43,40","0,50","6,30","12,30","38253,00","82,00","26,40"
2499,philipsburg borough,PA,"97,50","0,30","0,20","0,70","0,60","97,50","0,30","0,20","0,70","0,60","36458,00","90,40","18,80"
2500,phoenixville borough,PA,"81,90","8,60","0,20","3,50","7,40","81,90","8,60","0,20","3,50","7,40","55642,00","92,10","9,20"
2501,picture rocks borough,PA,"97,20","1,50","0,40","0,40","0,10","97,20","1,50","0,40","0,40","0,10","56667,00","94,20","4,30"
2502,pikes creek cdp,PA,"98,50","0,00","0,00","0,40","1,90","98,50","0,00","0,00","0,40","1,90","46484,00","92,60","20,60"
2503,pillow borough,PA,"97,70","0,00","0,30","0,00","5,00","97,70","0,00","0,30","0,00","5,00","54444,00","82,40","21,40"
2504,pine glen cdp,PA,"100,00","0,00","0,00","0,00","1,60","100,00","0,00","0,00","0,00","1,60","55833,00","90,30","2,80"
2505,pine grove borough,PA,"97,00","0,80","0,10","0,30","2,10","97,00","0,80","0,10","0,30","2,10","45795,00","86,40","11,30"
2506,pine grove mills cdp,PA,"93,90","1,90","0,10","2,00","2,10","93,90","1,90","0,10","2,00","2,10","73816,00","100,00","3,30"
2507,pine ridge cdp,PA,"57,00","26,60","0,40","1,70","23,70","57,00","26,60","0,40","1,70","23,70","53211,00","79,00","18,90"
2508,pitcairn borough,PA,"86,40","10,00","0,10","0,30","2,00","86,40","10,00","0,10","0,30","2,00","29537,00","93,10","18,40"
2509,pittsburgh city,PA,"66,00","26,10","0,20","4,40","2,30","66,00","26,10","0,20","4,40","2,30","40715,00","91,40","22,90"
2510,pittston city,PA,"95,00","1,90","0,20","0,50","2,70","95,00","1,90","0,20","0,50","2,70","35146,00","88,80","19,50"
2511,plainfield cdp,PA,"97,20","1,50","0,00","0,30","1,80","97,20","1,50","0,00","0,30","1,80","29926,00","100,00","4,40"
2512,plains cdp,PA,"96,00","1,10","0,10","0,90","1,90","96,00","1,10","0,10","0,90","1,90","45883,00","92,70","11,10"
2513,platea borough,PA,"98,60","0,20","0,00","0,20","0,50","98,60","0,20","0,00","0,20","0,50","52083,00","86,80","19,60"
2514,pleasant gap cdp,PA,"95,70","1,90","0,20","1,00","0,80","95,70","1,90","0,20","1,00","0,80","56339,00","96,20","6,70"
2515,pleasant hill cdp,PA,"78,80","7,00","0,50","2,90","21,60","78,80","7,00","0,50","2,90","21,60","52500,00","91,30","22,40"
2516,pleasant hills borough,PA,"94,80","2,70","0,00","1,30","1,00","94,80","2,70","0,00","1,30","1,00","63991,00","97,00","5,60"
2517,pleasant view cdp,PA,"98,60","0,50","0,00","0,30","0,30","98,60","0,50","0,00","0,30","0,30","48750,00","93,20","6,60"
2518,pleasantville borough (bedford county),PA,"99,00","0,00","0,00","0,00","0,00","99,00","0,00","0,00","0,00","0,00","34688,00","91,00","23,30"
2519,pleasantville borough (venango county),PA,"98,00","0,20","0,00","1,10","0,30","98,00","0,20","0,00","1,10","0,30","41544,00","93,10","17,90"
2520,plum borough,PA,"93,90","3,60","0,10","1,10","0,90","93,90","3,60","0,10","1,10","0,90","67700,00","94,30","4,40"
