geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
NE,santee village,2.9,0.0,92.5,0.0,7.5,2.9,0.0,92.5,0.0,7.5,17143.0,76.3,50.9
NE,sargent city,99.0,0.6,0.0,0.2,1.5,99.0,0.6,0.0,0.2,1.5,29792.0,86.6,9.7
NE,saronville village,97.9,0.0,0.0,0.0,8.5,97.9,0.0,0.0,0.0,8.5,74028.0,95.1,9.8
NE,schuyler city,56.7,1.3,1.7,0.2,65.4,56.7,1.3,1.7,0.2,65.4,47500.0,54.5,16.6
NE,scotia village,98.1,0.3,0.9,0.0,0.6,98.1,0.3,0.9,0.0,0.6,39107.0,88.7,4.7
NE,scottsbluff city,83.0,0.8,3.4,0.8,29.1,83.0,0.8,3.4,0.8,29.1,37572.0,81.5,20.7
NE,scribner city,95.7,0.5,0.8,0.7,0.9,95.7,0.5,0.8,0.7,0.9,46118.0,91.7,12.4
NE,seneca village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23125.0,80.5,32.0
NE,seward city,96.8,0.6,0.4,0.6,1.9,96.8,0.6,0.4,0.6,1.9,58914.0,93.3,10.7
NE,shelby village,95.9,0.1,0.3,0.1,12.2,95.9,0.1,0.3,0.1,12.2,42750.0,88.1,15.1
NE,shelton village,85.6,0.5,0.6,0.0,18.4,85.6,0.5,0.6,0.0,18.4,60833.0,84.6,8.0
NE,shickley village,98.5,0.3,0.0,0.0,0.6,98.5,0.3,0.0,0.0,0.6,52679.0,96.5,5.3
NE,sholes village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,60625.0,83.3,0.0
NE,shubert village,96.7,0.0,0.0,0.0,2.7,96.7,0.0,0.0,0.0,2.7,40893.0,82.5,15.6
NE,sidney city,92.3,0.2,0.8,2.3,7.4,92.3,0.2,0.8,2.3,7.4,54242.0,93.6,13.5
NE,silver creek village,98.6,0.0,0.3,0.0,3.6,98.6,0.0,0.3,0.0,3.6,41583.0,89.9,17.4
NE,smithfield village,94.4,0.0,0.0,1.9,0.0,94.4,0.0,0.0,1.9,0.0,51250.0,78.3,10.0
NE,snyder village,99.3,0.0,0.3,0.0,1.3,99.3,0.0,0.3,0.0,1.3,45208.0,90.2,9.4
NE,south bend village,97.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,67679.0,91.4,13.8
NE,south sioux city city,62.7,4.7,3.0,2.9,45.3,62.7,4.7,3.0,2.9,45.3,44784.0,67.3,21.7
NE,spalding village,96.3,0.6,0.4,0.0,2.7,96.3,0.6,0.4,0.0,2.7,38611.0,91.2,12.6
NE,spencer village,95.8,0.2,1.1,1.5,2.9,95.8,0.2,1.1,1.5,2.9,36319.0,96.1,15.1
NE,sprague village,97.2,0.0,0.0,0.0,1.4,97.2,0.0,0.0,0.0,1.4,51875.0,96.2,10.7
NE,springfield city,95.8,0.7,0.1,0.2,1.8,95.8,0.7,0.1,0.2,1.8,61917.0,93.6,7.1
NE,springview village,100.0,0.0,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.4,33750.0,96.6,7.6
NE,stamford village,97.3,0.0,0.0,0.0,3.8,97.3,0.0,0.0,0.0,3.8,40417.0,89.1,12.8
NE,stanton city,95.6,0.7,0.3,0.3,3.4,95.6,0.7,0.3,0.3,3.4,42188.0,91.0,15.2
NE,staplehurst village,98.3,0.4,0.0,0.0,0.8,98.3,0.4,0.0,0.0,0.8,49583.0,88.8,28.3
NE,stapleton village,99.3,0.3,0.0,0.3,2.0,99.3,0.3,0.0,0.3,2.0,45278.0,93.5,15.9
NE,steele city village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,30000.0,94.0,20.3
NE,steinauer village,98.7,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,31667.0,96.0,13.3
NE,stella village,98.7,0.0,0.0,0.7,0.7,98.7,0.0,0.0,0.7,0.7,44000.0,87.8,7.4
NE,sterling village,99.8,0.0,0.0,0.0,1.7,99.8,0.0,0.0,0.0,1.7,41250.0,93.9,6.0
NE,strang village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40000.0,93.8,5.0
NE,stratton village,95.0,0.0,0.9,0.3,0.9,95.0,0.0,0.9,0.3,0.9,33929.0,91.4,18.0
NE,stromsburg city,97.3,0.4,0.2,0.3,1.4,97.3,0.4,0.2,0.3,1.4,54286.0,89.2,9.3
NE,stuart village,99.0,0.2,0.0,0.2,0.7,99.0,0.2,0.0,0.2,0.7,53516.0,95.3,14.8
NE,sumner village,94.1,0.0,0.0,0.4,4.7,94.1,0.0,0.0,0.4,4.7,48125.0,92.6,10.2
NE,sunol cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,57115.0,87.5,0.0
NE,superior city,97.0,0.2,0.5,0.3,2.0,97.0,0.2,0.5,0.3,2.0,35605.0,91.0,15.1
NE,surprise village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,41250.0,82.9,4.0
NE,sutherland village,97.0,0.0,0.7,0.2,5.0,97.0,0.0,0.7,0.2,5.0,65152.0,93.7,5.2
NE,sutton city,93.1,0.1,1.1,0.3,8.6,93.1,0.1,1.1,0.3,8.6,51288.0,83.9,5.4
NE,swanton village,95.7,0.0,0.0,0.0,2.1,95.7,0.0,0.0,0.0,2.1,35625.0,96.9,10.8
NE,syracuse city,98.2,0.5,0.2,0.2,0.9,98.2,0.5,0.2,0.2,0.9,46500.0,91.7,13.4
NE,table rock village,97.8,1.5,0.0,0.0,1.9,97.8,1.5,0.0,0.0,1.9,29583.0,91.7,21.3
NE,talmage village,93.6,1.3,0.0,0.0,7.3,93.6,1.3,0.0,0.0,7.3,34125.0,73.4,19.2
NE,tamora cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,98750.0,100.0,0.0
NE,tarnov village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,44000.0,94.4,14.9
NE,taylor village,99.5,0.0,0.0,0.0,0.5,99.5,0.0,0.0,0.0,0.5,39583.0,90.8,22.8
NE,tecumseh city,82.5,0.4,0.1,3.2,16.2,82.5,0.4,0.1,3.2,16.2,40287.0,81.5,16.2
NE,tekamah city,96.8,0.5,1.1,0.2,1.8,96.8,0.5,1.1,0.2,1.8,48015.0,89.5,8.1
NE,terrytown city,74.3,0.4,4.3,0.9,42.2,74.3,0.4,4.3,0.9,42.2,31576.0,75.4,23.1
NE,thayer village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,62500.0,86.8,3.4
NE,thedford village,100.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.5,48750.0,95.6,11.1
NE,thurston village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,44583.0,92.7,7.4
NE,tilden city,96.2,0.4,0.2,0.6,2.2,96.2,0.4,0.2,0.6,2.2,44348.0,88.5,5.9
NE,tobias village,96.2,0.0,0.0,0.0,7.5,96.2,0.0,0.0,0.0,7.5,78750.0,97.2,6.3
NE,trenton village,98.4,0.4,0.5,0.0,1.6,98.4,0.4,0.5,0.0,1.6,31875.0,94.1,21.9
NE,trumbull village,94.6,0.5,0.0,0.0,4.4,94.6,0.5,0.0,0.0,4.4,48750.0,91.2,7.0
NE,tryon cdp,95.5,1.3,0.0,0.0,0.6,95.5,1.3,0.0,0.0,0.6,46250.0,100.0,8.6
NE,uehling village,97.0,0.0,0.4,0.0,3.0,97.0,0.0,0.4,0.0,3.0,42222.0,89.9,10.5
NE,ulysses village,98.8,0.0,0.0,0.0,2.3,98.8,0.0,0.0,0.0,2.3,49750.0,87.4,10.0
NE,unadilla village,96.1,0.6,1.0,0.0,0.6,96.1,0.6,1.0,0.0,0.6,53333.0,90.5,5.4
NE,union village,96.6,0.0,0.4,0.4,4.7,96.6,0.0,0.4,0.4,4.7,36563.0,87.2,0.0
NE,upland village,99.3,0.0,0.0,0.0,1.4,99.3,0.0,0.0,0.0,1.4,51250.0,89.0,12.0
NE,utica village,98.0,0.2,0.2,0.9,1.4,98.0,0.2,0.2,0.9,1.4,66818.0,89.0,8.4
NE,valentine city,86.3,0.1,9.1,0.5,1.6,86.3,0.1,9.1,0.5,1.6,43536.0,90.6,11.3
NE,valley city,95.3,1.3,0.4,0.5,4.1,95.3,1.3,0.4,0.5,4.1,50350.0,90.4,15.5
NE,valparaiso village,97.7,0.0,0.2,0.4,1.2,97.7,0.0,0.2,0.4,1.2,54688.0,91.5,10.2
NE,venango village,93.3,0.0,0.6,0.0,9.8,93.3,0.0,0.6,0.0,9.8,53000.0,92.2,12.8
NE,venice cdp,97.3,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,0.0,46172.0,100.0,0.0
NE,verdigre village,96.3,0.0,1.9,0.0,0.2,96.3,0.0,1.9,0.0,0.2,34464.0,85.5,8.5
NE,verdon village,97.1,0.0,1.2,0.0,2.9,97.1,0.0,1.2,0.0,2.9,37656.0,82.0,16.5
NE,virginia village,91.7,0.0,1.7,0.0,0.0,91.7,0.0,1.7,0.0,0.0,38750.0,90.3,13.6
NE,waco village,97.0,0.4,0.0,0.0,2.5,97.0,0.4,0.0,0.0,2.5,55000.0,90.0,10.3
NE,wahoo city,94.5,0.8,0.3,1.0,3.5,94.5,0.8,0.3,1.0,3.5,51028.0,91.5,15.0
NE,wakefield city,75.6,0.4,0.5,0.5,33.6,75.6,0.4,0.5,0.5,33.6,49559.0,79.7,14.0
NE,wallace village,85.5,0.0,1.1,0.8,17.2,85.5,0.0,1.1,0.8,17.2,44063.0,82.6,2.7
NE,walthill village,15.6,0.6,80.9,0.1,3.3,15.6,0.6,80.9,0.1,3.3,35139.0,81.8,33.1
NE,walton cdp,96.1,0.7,0.7,1.3,0.3,96.1,0.7,0.7,1.3,0.3,131172.0,100.0,0.0
NE,wann cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,165321.0,100.0,49.4
NE,washington village,98.0,1.3,0.7,0.0,0.0,98.0,1.3,0.7,0.0,0.0,98125.0,97.1,0.0
NE,waterbury village,100.0,0.0,0.0,0.0,1.4,100.0,0.0,0.0,0.0,1.4,49375.0,76.2,13.6
NE,waterloo village,95.9,0.6,1.2,0.0,6.5,95.9,0.6,1.2,0.0,6.5,54792.0,91.4,8.8
NE,wauneta village,95.7,0.2,0.0,0.2,6.6,95.7,0.2,0.0,0.2,6.6,40000.0,84.8,15.4
NE,wausa village,97.6,0.0,0.2,0.5,2.5,97.6,0.0,0.2,0.5,2.5,51917.0,91.5,16.5
NE,waverly city,98.2,0.2,0.2,0.3,1.4,98.2,0.2,0.2,0.3,1.4,83081.0,97.6,3.1
NE,wayne city,93.2,2.1,0.5,0.7,4.8,93.2,2.1,0.5,0.7,4.8,40801.0,91.6,21.4
NE,weeping water city,98.8,0.2,0.1,0.1,0.7,98.8,0.2,0.1,0.1,0.7,54643.0,95.5,12.1
NE,wellfleet village,76.9,1.3,0.0,5.1,10.3,76.9,1.3,0.0,5.1,10.3,42917.0,73.6,24.6
NE,western village,94.9,0.0,0.0,1.3,4.7,94.9,0.0,0.0,1.3,4.7,43750.0,91.2,2.3
NE,weston village,96.0,0.0,0.0,0.0,5.6,96.0,0.0,0.0,0.0,5.6,45000.0,93.1,20.9
NE,west point city,87.7,0.3,0.4,0.3,16.8,87.7,0.3,0.4,0.3,16.8,41676.0,82.5,17.9
NE,wilber city,90.5,1.8,0.6,1.8,10.8,90.5,1.8,0.6,1.8,10.8,50938.0,87.4,12.6
NE,wilcox village,97.8,0.3,0.3,0.0,1.4,97.8,0.3,0.3,0.0,1.4,47500.0,90.6,7.2
NE,wilsonville village,96.8,0.0,1.1,1.1,2.2,96.8,0.0,1.1,1.1,2.2,48125.0,87.8,12.8
NE,winnebago village,4.4,0.1,90.6,0.0,4.0,4.4,0.1,90.6,0.0,4.0,31250.0,83.0,36.2
NE,winnetoon village,95.6,0.0,4.4,0.0,0.0,95.6,0.0,4.4,0.0,0.0,86000.0,100.0,3.3
NE,winside village,96.5,0.5,0.5,0.7,1.2,96.5,0.5,0.5,0.7,1.2,52813.0,95.9,9.5
NE,winslow village,99.0,0.0,1.0,0.0,1.0,99.0,0.0,1.0,0.0,1.0,37188.0,100.0,0.0
NE,wisner city,97.9,0.1,0.1,0.2,1.4,97.9,0.1,0.1,0.2,1.4,45052.0,86.4,9.4
NE,wolbach village,97.2,1.1,0.0,0.4,1.1,97.2,1.1,0.0,0.4,1.1,37750.0,88.3,9.2
NE,wood lake village,98.4,0.0,1.6,0.0,0.0,98.4,0.0,1.6,0.0,0.0,30000.0,89.5,4.5
NE,woodland hills cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,124286.0,100.0,4.1
NE,woodland park cdp,90.2,1.5,0.8,0.0,8.9,90.2,1.5,0.8,0.0,8.9,54831.0,88.8,10.6
NE,wood river city,89.3,0.0,0.1,0.2,17.7,89.3,0.0,0.1,0.2,17.7,58289.0,82.6,11.8
NE,wymore city,95.3,0.1,0.8,0.0,2.4,95.3,0.1,0.8,0.0,2.4,35950.0,86.4,14.0
NE,wynot village,99.4,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,0.0,37083.0,98.4,7.8
NE,yankee hill cdp,94.2,0.0,0.0,2.4,5.1,94.2,0.0,0.0,2.4,5.1,113393.0,100.0,2.2
NE,york city,94.9,1.0,0.3,0.7,4.4,94.9,1.0,0.3,0.7,4.4,47865.0,93.9,13.1
NE,yutan city,98.0,0.9,0.1,0.1,1.9,98.0,0.9,0.1,0.1,1.9,65313.0,94.6,4.7
NV,alamo cdp,93.1,0.2,0.5,0.5,5.6,93.1,0.2,0.5,0.5,5.6,44007.0,92.3,11.9
NV,baker cdp,98.5,0.0,1.5,0.0,20.6,98.5,0.0,1.5,0.0,20.6,23906.0,59.1,0.0
NV,battle mountain cdp,82.7,0.4,4.1,0.4,24.5,82.7,0.4,4.1,0.4,24.5,86950.0,81.9,8.3
NV,beatty cdp,84.6,0.9,1.5,1.0,14.9,84.6,0.9,1.5,1.0,14.9,33341.0,82.4,14.6
NV,boulder city city,92.3,0.9,0.8,1.1,7.1,92.3,0.9,0.8,1.1,7.1,56405.0,93.3,10.3
NV,bunkerville cdp,88.8,0.8,1.2,0.2,27.2,88.8,0.8,1.2,0.2,27.2,50833.0,86.7,6.3
NV,caliente city,84.5,3.9,2.4,0.9,8.8,84.5,3.9,2.4,0.9,8.8,37647.0,86.6,10.6
NV,cal-nev-ari cdp,95.1,0.4,0.4,0.0,4.9,95.1,0.4,0.4,0.0,4.9,24444.0,71.5,0.0
NV,carlin city,91.8,1.8,1.5,0.6,10.1,91.8,1.8,1.5,0.6,10.1,79306.0,89.7,3.4
NV,carson city,81.1,1.9,2.4,2.1,21.3,81.1,1.9,2.4,2.1,21.3,47668.0,86.8,16.8
NV,carter springs cdp,87.3,0.9,5.2,0.0,14.8,87.3,0.9,5.2,0.0,14.8,48750.0,85.6,7.1
NV,cold springs cdp,85.0,1.8,1.1,2.0,14.2,85.0,1.8,1.1,2.0,14.2,64883.0,89.0,9.5
NV,crescent valley cdp,90.1,0.0,2.8,1.5,9.9,90.1,0.0,2.8,1.5,9.9,93250.0,87.0,1.4
NV,crystal bay cdp,95.7,0.3,0.3,1.6,2.0,95.7,0.3,0.3,1.6,2.0,146862.0,100.0,0.0
NV,dayton cdp,86.7,0.6,1.4,1.4,16.1,86.7,0.6,1.4,1.4,16.1,47482.0,86.1,20.0
NV,double spring cdp,93.0,0.0,1.9,0.0,1.3,93.0,0.0,1.9,0.0,1.3,92578.0,98.8,0.6
NV,dyer cdp,83.4,0.0,5.8,0.4,20.8,83.4,0.0,5.8,0.4,20.8,32250.0,86.4,24.6
NV,east valley cdp,93.6,0.3,0.5,1.0,5.8,93.6,0.3,0.5,1.0,5.8,104015.0,89.9,0.6
NV,elko city,78.9,1.0,3.3,1.4,26.4,78.9,1.0,3.3,1.4,26.4,73843.0,84.2,10.6
NV,ely city,87.7,0.8,4.2,0.9,14.1,87.7,0.8,4.2,0.9,14.1,51333.0,84.3,15.9
NV,enterprise cdp,56.3,8.1,0.6,21.2,17.3,56.3,8.1,0.6,21.2,17.3,68137.0,91.6,8.2
NV,eureka cdp,89.5,0.3,2.8,1.1,11.6,89.5,0.3,2.8,1.1,11.6,37431.0,92.8,10.4
NV,fallon city,78.9,2.8,2.9,4.5,12.8,78.9,2.8,2.9,4.5,12.8,39580.0,90.3,23.7
NV,fallon station cdp,68.5,7.9,0.9,9.8,13.8,68.5,7.9,0.9,9.8,13.8,37188.0,98.4,3.0
NV,fernley city,84.5,1.0,1.8,2.0,14.4,84.5,1.0,1.8,2.0,14.4,52001.0,88.0,11.1
NV,fish springs cdp,94.1,0.3,0.6,0.9,6.3,94.1,0.3,0.6,0.9,6.3,77250.0,97.0,10.5
NV,fort mcdermitt cdp,0.6,0.3,93.8,0.0,3.8,0.6,0.3,93.8,0.0,3.8,15192.0,77.0,46.0
NV,gardnerville cdp,88.9,0.4,1.5,2.0,14.5,88.9,0.4,1.5,2.0,14.5,42198.0,91.5,16.1
NV,gardnerville ranchos cdp,87.4,0.5,2.8,1.1,12.8,87.4,0.5,2.8,1.1,12.8,52179.0,94.5,15.7
NV,genoa cdp,94.4,0.0,0.9,1.3,5.5,94.4,0.0,0.9,1.3,5.5,153580.0,99.3,2.6
NV,gerlach cdp,97.6,0.0,1.5,1.0,6.8,97.6,0.0,1.5,1.0,6.8,27788.0,87.4,38.3
NV,golconda cdp,94.4,0.0,0.5,0.9,8.9,94.4,0.0,0.5,0.9,8.9,55924.0,71.9,15.6
NV,golden valley cdp,90.3,1.0,1.8,1.6,8.2,90.3,1.0,1.8,1.6,8.2,84188.0,87.8,5.6
NV,goldfield cdp,92.9,0.0,1.9,0.0,7.5,92.9,0.0,1.9,0.0,7.5,39688.0,91.2,10.1
NV,grass valley cdp,83.5,0.6,0.8,1.0,19.4,83.5,0.6,0.8,1.0,19.4,48750.0,82.7,10.6
NV,hawthorne cdp,83.6,5.0,3.2,1.5,9.7,83.6,5.0,3.2,1.5,9.7,39527.0,87.4,16.7
NV,henderson city,76.9,5.1,0.7,7.2,14.9,76.9,5.1,0.7,7.2,14.9,63120.0,92.7,9.8
NV,hiko cdp,96.6,0.0,0.8,0.0,0.8,96.6,0.0,0.8,0.0,0.8,58750.0,100.0,0.0
NV,incline village cdp,86.9,0.3,0.3,2.2,17.8,86.9,0.3,0.3,2.2,17.8,73329.0,94.4,11.4
NV,indian hills cdp,86.7,0.6,1.8,2.1,14.5,86.7,0.6,1.8,2.1,14.5,61231.0,89.3,9.1
NV,indian springs cdp,86.2,1.7,1.5,1.8,11.8,86.2,1.7,1.5,1.8,11.8,49336.0,90.2,13.1
NV,jackpot cdp,61.2,1.1,0.8,0.3,55.6,61.2,1.1,0.8,0.3,55.6,38291.0,50.1,36.9
NV,johnson lane cdp,93.8,0.3,0.8,1.2,6.5,93.8,0.3,0.8,1.2,6.5,74938.0,95.0,4.1
NV,kingsbury cdp,91.0,0.4,0.6,2.0,7.9,91.0,0.4,0.6,2.0,7.9,64347.0,97.6,5.8
NV,kingston cdp,97.3,0.0,0.0,1.8,1.8,97.3,0.0,0.0,1.8,1.8,43452.0,100.0,0.0
NV,lakeridge cdp,97.0,0.3,0.0,1.9,3.0,97.0,0.3,0.0,1.9,3.0,86328.0,100.0,10.4
NV,las vegas city,62.1,11.1,0.7,6.1,31.5,62.1,11.1,0.7,6.1,31.5,50202.0,83.3,17.5
NV,laughlin cdp,85.0,3.1,1.2,2.1,13.7,85.0,3.1,1.2,2.1,13.7,32847.0,87.7,23.1
NV,lemmon valley cdp,88.3,0.4,1.9,0.8,14.0,88.3,0.4,1.9,0.8,14.0,54107.0,87.9,9.8
NV,lovelock city,75.8,0.3,7.9,1.4,25.3,75.8,0.3,7.9,1.4,25.3,34286.0,83.7,24.1
NV,lund cdp,94.7,0.0,2.1,0.4,3.2,94.7,0.0,2.1,0.4,3.2,64034.0,100.0,0.0
NV,mcgill cdp,92.2,0.5,1.8,0.3,9.6,92.2,0.5,1.8,0.3,9.6,45536.0,83.9,11.1
NV,mesquite city,83.5,1.0,0.9,1.8,23.9,83.5,1.0,0.9,1.8,23.9,44103.0,86.7,14.3
NV,minden cdp,91.9,0.3,0.8,1.7,9.2,91.9,0.3,0.8,1.7,9.2,52125.0,93.0,13.4
NV,moapa town cdp,70.9,0.3,3.4,0.5,35.9,70.9,0.3,3.4,0.5,35.9,69297.0,81.2,11.4
NV,moapa valley cdp,91.6,0.2,0.8,0.5,10.4,91.6,0.2,0.8,0.5,10.4,65654.0,92.7,6.0
NV,mogul cdp,92.2,0.5,1.2,2.3,5.0,92.2,0.5,1.2,2.3,5.0,93750.0,96.9,3.5
NV,mount charleston cdp,91.6,0.6,1.4,1.1,5.6,91.6,0.6,1.4,1.1,5.6,75833.0,100.0,3.6
NV,nellis afb cdp,60.9,18.3,0.5,3.8,19.1,60.9,18.3,0.5,3.8,19.1,48488.0,98.8,8.4
NV,nixon cdp,2.9,0.5,94.7,0.0,4.0,2.9,0.5,94.7,0.0,4.0,27000.0,80.5,34.1
NV,north las vegas city,47.4,19.9,0.8,6.3,38.8,47.4,19.9,0.8,6.3,38.8,52511.0,78.2,16.6
NV,osino cdp,85.3,0.1,1.3,0.3,19.7,85.3,0.1,1.3,0.3,19.7,63103.0,91.1,16.3
NV,owyhee cdp,7.1,0.0,90.5,0.2,3.6,7.1,0.0,90.5,0.2,3.6,35938.0,82.5,19.8
NV,pahrump cdp,86.1,2.1,1.1,1.4,12.9,86.1,2.1,1.1,1.4,12.9,41229.0,85.2,18.9
NV,panaca cdp,96.2,0.1,1.3,0.4,3.0,96.2,0.1,1.3,0.4,3.0,46655.0,95.7,8.3
NV,paradise cdp,59.8,8.9,0.8,9.5,31.2,59.8,8.9,0.8,9.5,31.2,43911.0,84.0,17.1
NV,reno city,74.2,2.9,1.3,6.3,24.3,74.2,2.9,1.3,6.3,24.3,47012.0,85.7,18.3
NV,round hill village cdp,90.6,0.0,0.9,4.1,7.6,90.6,0.0,0.9,4.1,7.6,79432.0,96.0,8.1
NV,ruhenstroth cdp,94.6,0.4,1.1,0.7,6.8,94.6,0.4,1.1,0.7,6.8,64858.0,92.8,5.7
NV,ruth cdp,90.0,0.2,4.1,0.0,10.7,90.0,0.2,4.1,0.0,10.7,47371.0,94.4,19.9
NV,sandy valley cdp,84.9,0.8,0.9,1.7,15.0,84.9,0.8,0.9,1.7,15.0,39072.0,83.7,0.0
NV,schurz cdp,11.6,0.0,83.4,0.0,9.0,11.6,0.0,83.4,0.0,9.0,27875.0,81.6,34.2
NV,searchlight cdp,94.4,0.0,0.9,0.0,7.1,94.4,0.0,0.9,0.0,7.1,25741.0,74.7,43.5
NV,silver peak cdp,92.5,0.0,0.9,0.0,5.6,92.5,0.0,0.9,0.0,5.6,68625.0,100.0,0.0
NV,silver springs cdp,89.0,0.3,2.0,0.9,7.4,89.0,0.3,2.0,0.9,7.4,33780.0,81.4,22.8
NV,skyland cdp,93.9,0.0,0.0,3.7,3.2,93.9,0.0,0.0,3.7,3.2,175208.0,100.0,0.0
NV,smith valley cdp,89.1,0.4,1.4,0.4,12.2,89.1,0.4,1.4,0.4,12.2,70926.0,93.5,8.7
NV,spanish springs cdp,89.3,1.3,1.3,2.1,10.7,89.3,1.3,1.3,2.1,10.7,78604.0,92.4,4.5
NV,sparks city,74.5,2.6,1.2,5.9,26.3,74.5,2.6,1.2,5.9,26.3,52795.0,85.5,13.0
NV,spring creek cdp,92.5,0.3,1.6,0.6,7.8,92.5,0.3,1.6,0.6,7.8,92513.0,92.9,4.2
NV,spring valley cdp,57.9,9.8,0.6,17.4,20.6,57.9,9.8,0.6,17.4,20.6,50192.0,87.5,13.8
NV,stagecoach cdp,90.8,0.4,2.7,0.7,8.4,90.8,0.4,2.7,0.7,8.4,45288.0,77.9,21.2
NV,stateline cdp,77.1,2.4,0.5,5.3,32.9,77.1,2.4,0.5,5.3,32.9,44080.0,76.5,8.1
NV,summerlin south cdp,76.2,4.4,0.4,12.8,8.6,76.2,4.4,0.4,12.8,8.6,89167.0,95.2,6.9
NV,sunrise manor cdp,48.9,12.6,0.9,5.7,48.5,48.9,12.6,0.9,5.7,48.5,39586.0,72.0,24.6
NV,sun valley cdp,71.3,1.4,1.8,2.0,36.4,71.3,1.4,1.8,2.0,36.4,44013.0,72.9,19.6
NV,sutcliffe cdp,39.9,0.0,56.1,0.4,7.5,39.9,0.0,56.1,0.4,7.5,27500.0,91.0,21.6
NV,tonopah cdp,89.7,2.9,0.8,0.5,8.7,89.7,2.9,0.8,0.5,8.7,38969.0,88.1,16.8
NV,topaz lake cdp,87.9,0.6,0.6,0.6,10.8,87.9,0.6,0.6,0.6,10.8,99375.0,94.8,3.4
NV,topaz ranch estates cdp,90.1,0.2,1.9,0.9,7.5,90.1,0.2,1.9,0.9,7.5,42862.0,89.3,13.4
NV,verdi cdp,95.5,0.2,0.4,0.9,4.6,95.5,0.2,0.4,0.9,4.6,66429.0,91.5,6.2
NV,virginia city cdp,91.6,0.4,1.8,0.9,5.1,91.6,0.4,1.8,0.9,5.1,69219.0,99.4,14.9
NV,wadsworth cdp,24.8,0.2,70.7,0.4,9.0,24.8,0.2,70.7,0.4,9.0,27917.0,87.5,37.0
NV,walker lake cdp,88.0,1.5,5.1,1.5,2.2,88.0,1.5,5.1,1.5,2.2,48194.0,95.6,25.6
NV,washoe valley cdp,93.6,0.5,0.9,0.9,5.1,93.6,0.5,0.9,0.9,5.1,78836.0,97.4,6.3
NV,wells city,78.3,0.1,6.8,0.4,20.0,78.3,0.1,6.8,0.4,20.0,50114.0,81.5,2.8
NV,west wendover city,60.3,0.6,1.8,1.3,61.7,60.3,0.6,1.8,1.3,61.7,43077.0,58.9,28.5
NV,whitney cdp,54.0,10.7,0.8,10.9,36.2,54.0,10.7,0.8,10.9,36.2,46541.0,81.0,14.6
NV,winchester cdp,56.0,8.6,1.1,7.0,44.6,56.0,8.6,1.1,7.0,44.6,36986.0,76.5,24.8
NV,winnemucca city,78.3,0.6,2.1,0.9,27.4,78.3,0.6,2.1,0.9,27.4,71250.0,85.1,6.5
NV,yerington city,80.2,0.6,6.8,0.6,18.8,80.2,0.6,6.8,0.6,18.8,44792.0,72.9,18.7
NV,zephyr cove cdp,92.6,0.2,0.5,3.0,5.0,92.6,0.2,0.5,3.0,5.0,74659.0,92.9,9.3
NH,alton cdp,99.0,0.2,0.0,0.4,0.8,99.0,0.2,0.0,0.4,0.8,41429.0,90.9,0.0
NH,amherst cdp,99.0,0.0,0.0,0.7,0.8,99.0,0.0,0.0,0.7,0.8,112344.0,97.2,4.3
NH,antrim cdp,97.1,0.3,0.4,0.6,1.4,97.1,0.3,0.4,0.6,1.4,55703.0,90.9,9.1
NH,ashland cdp,96.9,0.2,0.3,0.9,1.3,96.9,0.2,0.3,0.9,1.3,40000.0,94.9,14.9
NH,bartlett cdp,96.5,0.5,0.0,0.0,1.1,96.5,0.5,0.0,0.0,1.1,33063.0,100.0,4.2
NH,belmont cdp,96.1,0.6,0.1,0.5,1.5,96.1,0.6,0.1,0.5,1.5,60625.0,75.3,5.6
NH,bennington cdp,95.8,0.3,0.0,1.0,1.8,95.8,0.3,0.0,1.0,1.8,54583.0,97.7,8.4
NH,berlin city,96.5,0.8,0.4,0.3,1.5,96.5,0.8,0.4,0.3,1.5,35523.0,83.9,20.3
